seed	s	h	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
9945	0.0831960624549538	1	0.436608391627669	0.9999155	0.5873961	0.4867794	0.0005767213	0.0002354495	0.5384052	16.66131	16.68119	1.132481	18.13604	0	0	23.53926	0.0005540166	-0.083162465227204
9946	0.120662893820554	1	0.71374920271337	0.9999349	0.8194499	0.7556832	0.0002302344	9.631205e-05	0.7870202	17.83351	17.562	0.9302843	18.70503	0.003911626	0.0001207292	17.47574	0.5540166	-1.44662930710165
9947	0.0327135453466326	1	0.530645175650716	0.998799	0.5843292	0.5393291	0.0002024092	9.344897e-05	0.5657301	16.76342	16.7676	1.110344	18.17663	0	0	23.50823	0.003601108	-0.180442885726843
9948	0.0585806273389608	1	0.198960843682289	0.9998734	0.3589434	0.2333457	0.0006627303	0.0004632296	0.288979	16.0946	16.11161	1.043146	17.78333	0	0	16.66486	0	1.23562708946064
9949	0.169939753506333	1	0.835022173635662	0.9949733	0.8897507	0.865949	8.359762e-05	1.677156e-05	0.8794222	18.33734	18.13827	0.7030247	19.05766	0.05354919	0.006204412	11.01551	0.9606648	-2.6145501114679
994	0.0878402091562748	1	0.479283446632326	0.9999735	0.6254254	0.5169359	0.0005292935	0.0003651604	0.5616541	16.72663	16.75271	1.064392	18.14707	0	0	23.51458	0.002216066	-0.205356224332957
9950	0.08140789270401	1	0.303756407834589	0.9998436	0.4932924	0.369099	0.000965319	0.0002130518	0.4386506	16.37873	16.40438	1.057887	17.91363	0	0	21.78951	0	0.412304665226774
9951	0.00995087344199419	1	0.764464627765119	0.5492413	0.7796003	0.7791612	7.63278e-05	1.346201e-05	0.7903443	17.9105	17.66324	0.9131789	18.77958	0.006268876	0.0002030405	16.37572	0.6800554	-1.57950303081364
9952	0.169465462071821	1	0.695204823277891	0.9998586	0.8076771	0.7446012	0.0002217816	9.633028e-05	0.77315	17.79329	17.50471	0.9379376	18.65706	0.002229299	7.349339e-05	17.94266	0.4967155	-1.26550187448654
9953	0.156842423602939	1	0.888130844943225	0.9937863	0.919074	0.9022148	5.260981e-05	2.308289e-05	0.9141076	18.57887	18.40388	0.5587511	19.2157	0.1347255	0.02514532	8.391076	0.9928374	-2.93741695979771
9954	0.187835474032909	1	0.128740658052266	0.9997553	0.5523744	0.2432475	0.004540298	0.00213869	0.3964385	16.20912	16.22225	1.004276	17.80746	0	0	16.54278	0	0.882121412822159
9955	0.199967943783849	1	0.420085049048066	0.999677	0.7414325	0.5515213	0.0018087	0.0007520369	0.6508508	16.94486	16.89843	1.063301	18.22658	0	0	23.3538	0.006094183	-0.541895279917223
9956	0.0295029771048576	1	0.192387586645782	0.9988814	0.255184	0.2197777	0.0001158381	3.160646e-05	0.2368817	16.08611	16.07506	1.041437	17.76304	0	0	16.0889	0	1.48043635972239
9957	0.0980841128155589	1	0.131373448856175	0.9999866	0.3366838	0.1840368	0.001261222	0.0003899172	0.26389	16.07767	16.06995	1.010055	17.75201	0	0	13.43221	0	1.58718365920887
9958	0.122378654964268	1	0.349746105819941	0.9997635	0.6044321	0.434469	0.001440427	0.0005845732	0.5161061	16.52558	16.5465	1.120581	18.0289	0	0	23.06351	3.957262e-05	0.0425182752335392
9959	0.100427787099034	1	0.719675051793456	0.9999401	0.7977246	0.746435	0.0001424093	9.303869e-05	0.7723981	17.78951	17.49421	0.9971126	18.681	0.003050822	9.921373e-05	17.77972	0.5055006	-1.27145873443692
995	0.148032190511003	1	0.324315243214369	0.9999017	0.631203	0.4339512	0.001943717	0.001014335	0.5256579	16.54657	16.58335	1.090503	18.04321	0	0	23.03013	3.957262e-05	-0.00136682126587113
9960	0.0439318131655455	1	0.511846842989326	0.9987127	0.5892758	0.5384774	0.0002831471	7.252271e-05	0.5637515	16.78899	16.7847	1.184347	18.20818	0	0	23.49054	0.004194697	-0.199563745009973
