seed	s	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
522	0	0.729194440296851	0.6390633	0.7253858	0.7238331	6.279276e-05	1.840517e-05	0.739909	17.82074	17.54243	1.125807	18.87809	0.03183219	0.02242165	16.98431	0.419074	-1.11558408913454
523	0	0.655948547972366	0.9492423	0.6721013	0.6603526	7.654575e-05	8.566911e-05	0.6721211	17.64526	17.27077	1.258047	18.72986	0.02540626	0.02037211	19.27143	0.1832608	-0.750569465092896
524	0	0.728553479560651	0.7268264	0.7270875	0.7223629	0.0001221703	2.018961e-05	0.7463395	17.79391	17.51484	1.133374	18.86474	0.03145835	0.02421966	17.03004	0.413613	-0.969241791009314
525	0	0.749149734317325	0.1827334	0.739632	0.7460237	5.403633e-05	2.274433e-05	0.7576771	17.86901	17.61705	1.078056	18.90449	0.03274391	0.02297959	16.27796	0.5235061	-1.30135689836779
526	0	0.654679414839484	0.5967958	0.6503759	0.6471909	8.047011e-05	8.228984e-06	0.66296	17.57793	17.22019	1.261149	18.71343	0.02853666	0.02354731	19.4962	0.1463791	-0.632614760039385
527	0	0.712601321912371	0.01026618	0.6973486	0.7108896	4.105872e-05	8.239013e-06	0.720558	17.76476	17.46754	1.171829	18.85837	0.03257292	0.02357848	17.77721	0.3587258	-1.01599798607973
528	0	0.709784581535496	0.5185723	0.7096755	0.7092611	4.281593e-05	2.34731e-05	0.7181243	17.77753	17.49493	1.106298	18.82563	0.02949787	0.02194218	17.62606	0.353423	-1.00001052302979
529	0	0.678197156172246	0.8989678	0.6932529	0.6817317	7.757627e-05	6.812828e-06	0.6952315	17.72369	17.39751	1.170883	18.77934	0.02757085	0.02154865	18.40445	0.2470123	-0.922677112471142
52	0	0.713126021344215	0.4030439	0.7052829	0.7079225	5.731531e-05	1.57526e-05	0.720004	17.76001	17.45695	1.169626	18.85505	0.03229064	0.02356572	17.68314	0.3457459	-0.969959960562897
530	0	0.730090626515448	0.9683552	0.7426395	0.7290532	5.280027e-05	1.286443e-05	0.7413138	17.83537	17.56903	1.092035	18.89716	0.0326113	0.02312632	16.87173	0.4363672	-1.21657703516588
531	0	0.7109929546481	0.8704393	0.7236249	0.715304	6.976307e-05	1.716033e-05	0.7274634	17.78295	17.48924	1.114152	18.8251	0.02824565	0.01996063	17.5962	0.3789869	-1.09816334657336
532	0	0.679669203911908	0.8532352	0.6936486	0.6849475	5.437344e-05	8.693235e-06	0.6970123	17.70331	17.37987	1.176243	18.78343	0.02881022	0.02253473	18.42992	0.2571033	-0.921639077747608
533	0	0.710949104302563	0.5873101	0.7216066	0.7208134	6.443746e-05	5.511322e-06	0.7354966	17.79466	17.52244	1.109582	18.86533	0.03169729	0.02308747	17.22661	0.401662	-1.17609654562265
534	0	0.667484283237718	0.7175279	0.6622279	0.6584941	4.217243e-05	1.448528e-05	0.6686189	17.65935	17.30177	1.21435	18.73007	0.02626311	0.02022767	19.19788	0.1793827	-0.730064748091027
535	0	0.683661702089012	0.6226528	0.6778393	0.6744647	5.686559e-05	1.839148e-05	0.6889197	17.676	17.34908	1.173875	18.76625	0.02851889	0.02145484	18.49737	0.227226	-0.826937967108219
536	0	0.670932610379532	0.2734313	0.6546696	0.659026	3.993699e-05	1.020908e-05	0.6686387	17.65225	17.31416	1.186837	18.75401	0.02798682	0.02233506	19.20663	0.1751088	-0.79595827113749
537	0	0.693132482585497	0.2685453	0.6839137	0.6882166	6.079041e-05	7.1893e-06	0.7013653	17.69544	17.36546	1.213546	18.79262	0.02922031	0.02317373	18.32402	0.2703205	-0.854030694224373
538	0	0.680013434751891	0.3690694	0.6822913	0.68479	7.910988e-05	2.429465e-05	0.6992085	17.71399	17.38844	1.159801	18.77129	0.0285648	0.02256184	18.48518	0.2540958	-0.986159325028512
539	0	0.686402481677942	0.1067887	0.6685596	0.6825851	0.0001213539	1.060771e-05	0.7015235	17.69007	17.35395	1.192298	18.76972	0.02867797	0.02210779	18.33364	0.2517214	-0.791285440119741
53	0	0.664393658307381	0.2442689	0.669905	0.6750541	3.859593e-05	3.290762e-05	0.6843095	17.69509	17.36102	1.154803	18.7442	0.02749801	0.02173849	18.83225	0.2264345	-0.867850448295025
540	0	0.728461484913714	0.8667578	0.7360309	0.7304039	3.09492e-05	7.163096e-06	0.7383657	17.83081	17.56267	1.109921	18.88051	0.03180193	0.02198984	16.92962	0.4480016	-1.20714893650981
541	0	0.669839705619961	0.76686	0.6713692	0.6645153	9.259673e-05	1.026511e-05	0.6816383	17.66616	17.31145	1.189699	18.74441	0.02631812	0.0200112	19.06215	0.1914127	-0.786177607975123
