seed	s	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
510	0	0.724109609285369	0.9882952	0.8175	0.7417548	0.001094725	0.000525291	0.8025	17.80892	17.51886	0.7860161	18.62497	0.001834862	0	18.1285	0.476	-1.15277772533018
511	0	0.716578954551369	0.4256029	0.6615	0.6796569	0.001421495	0.0005879416	0.731	17.71189	17.31972	1.053563	18.51856	0	0	20.676	0.187	-0.882229963881821
512	0	0.723329754173756	0.09427759	0.6605	0.7089456	0.001413374	0.0005303654	0.765	17.65573	17.27101	1.249489	18.63759	0	0	19.3345	0.303	-1.16089936789254
513	0	0.715035166381858	0.8177451	0.7445	0.6963765	0.001784562	0.0007181595	0.774	17.30612	17.04569	1.090436	18.38978	0.0006715917	0	19.173	0.255	-0.601577779331403
514	0	0.725390579272062	0.1680119	0.702	0.7172818	0.00140989	0.0001573695	0.7885	17.64673	17.32071	1.016902	18.58841	0	0	18.746	0.348	-1.24300924460301
515	0	0.729764971672557	0.4879084	0.7515	0.754565	0.00152925	0.0002465529	0.802	17.83836	17.48131	1.093863	18.65043	0.002661344	0	17.5105	0.552	-1.14202884946276
516	0	0.719511346030049	0.5462586	0.752	0.7423695	0.001268473	0.0001633053	0.8035	17.81159	17.56892	0.7998729	18.65122	0.0006648936	0	18.085	0.469	-1.363173635276
517	0	0.690299095399678	0.8455406	0.696	0.6616953	0.001498317	0.0007919485	0.7335	17.36466	17.18794	0.8613303	18.42672	0	0	21.15	0.143	-1.05900141298895
518	0	0.693686387012713	0.6924383	0.6925	0.6783775	0.001623275	0.0004295255	0.7365	17.5855	17.16017	1.206746	18.4607	0	0	21.1425	0.188	-1.07207800724856
519	0	0.666189378453419	0.3999484	0.6575	0.6656777	0.001626034	0.0006155171	0.74	17.10844	17.05396	0.920293	18.32895	0	0	21.192	0.14	-0.633401685671121
51	0	0.653901118412614	0.6091006	0.656	0.6393803	0.001519122	0.0005061889	0.715	17.28522	17.0774	1.109853	18.37719	0	0	22.052	0.073	-0.709511982370114
520	0	0.701844976330176	0.2140594	0.642	0.6694686	0.002097297	0.0001837535	0.755475	17.35672	17.02312	1.29598	18.41443	0.0007788162	0	20.4355	0.175	-0.434877389169048
521	0	0.749280285881832	0.5744294	0.752	0.7537635	0.00133505	0.0002318985	0.806	17.86829	17.54754	0.9998109	18.731	0.003989362	0.0006648936	18.2325	0.551	-1.41852961032069
522	0	0.655647379229777	0.849334	0.7115	0.6765807	0.001228556	0.0003990659	0.732075	17.68228	17.24816	1.168283	18.48144	0.0007027407	0	21.1785	0.172	-1.3020231518173
523	0	0.701354593154974	0.1832644	0.6795	0.7132536	0.00166373	0.0001292287	0.7865	17.66622	17.30898	1.048128	18.62657	0.004415011	0	18.6935	0.348	-0.800796040495649
524	0	0.697132241376676	0.5141113	0.6725	0.6646033	0.001847243	0.002033415	0.7475	17.53518	17.11885	1.201348	18.45772	0.0007434944	0	20.6565	0.145	-0.545732105764801
525	0	0.69401688054204	0.4324393	0.6935	0.6938216	0.0008362451	0.00012111	0.739	17.67414	17.26784	1.167815	18.57553	0.002883922	0.0007209805	19.99	0.263	-0.921904986453494
526	0	0.738808086165227	0.09755374	0.697	0.7402671	0.001390308	0.0001164365	0.8005	17.71901	17.38563	1.031747	18.63938	0.00215208	0	18.059	0.485	-0.953578928176632
527	0	0.704457026161253	0.5122251	0.746	0.7449365	0.001478795	0.000336538	0.801	17.91891	17.63902	0.8228347	18.6647	0.001340483	0	18.4805	0.496	-1.61110470128514
528	0	0.677335944585502	0.9010308	0.737	0.686107	0.001990604	0.0005037457	0.7485	17.65591	17.24282	1.162833	18.52104	0	0	20.449	0.23	-1.14484252908606
529	0	0.738057951093651	0.1968059	0.6875	0.730325	0.001686376	0.0005433284	0.792	17.76683	17.46256	0.8819144	18.59285	0.002909091	0	18.9305	0.425	-1.17370672005733
52	0	0.731756991706789	0.6054821	0.766	0.7563908	0.0009524953	0.0003979275	0.807	17.818	17.48823	1.136266	18.68279	0.002610966	0.0006527415	16.9495	0.558	-1.27386714255841
530	0	0.748061282699928	0.136108	0.6775	0.7178449	0.001472532	0.0003097763	0.782	17.65117	17.32461	0.9629141	18.53577	0	0	19.0345	0.363	-0.956572272221869
531	0	0.653970327554271	0.5062236	0.6785	0.6771424	0.001239116	0.0004815974	0.7295	17.5532	17.12555	1.295527	18.49866	0	0	20.829	0.191	-0.64033235118575
532	0	0.659501221240498	0.4902025	0.6825	0.6820539	0.0007917151	0.0003419701	0.72	17.59651	17.21399	1.034775	18.4561	0	0	21.288	0.211	-0.944331908796495
533	0	0.683205461734906	0.4424694	0.6905	0.6903187	0.001027616	0.0004403095	0.7535	17.56049	17.21841	1.108777	18.54431	0.003620565	0	20.3455	0.228	-0.639583511148901
534	0	0.668199452501722	0.3498731	0.68	0.6947683	0.001525501	0.0002740113	0.752	17.65152	17.2519	1.133361	18.51751	0	0	19.6155	0.266	-0.825922297924006
535	0	0.656449315883219	0.9040035	0.7325	0.6920616	0.000909456	0.0004495137	0.742	17.61813	17.19815	1.069642	18.47568	0	0	20.4015	0.242	-0.94077825655773
536	0	0.664446414960548	0.2418184	0.621	0.6426623	0.001201101	0.0001723404	0.7025	17.35615	17.03884	1.170263	18.37277	0	0	21.6155	0.082	-0.538366739841021
537	0	0.688242752524093	0.3324938	0.6535	0.6733414	0.002003932	0.001317788	0.7385	17.64528	17.22798	1.094747	18.44678	0	0	20.795	0.175	-0.746409333077419
538	0	0.739390907040797	0.5529283	0.7425	0.7343594	0.001167894	0.0003324631	0.8	17.79021	17.4773	1.042969	18.66055	0.0006734007	0	18.4435	0.423	-1.29135846307307
539	0	0.744326551933773	0.3017555	0.723	0.7356703	0.001214217	0.0006394268	0.797	17.7309	17.44582	0.8928099	18.6007	0.003457815	0	18.494	0.448	-1.42680007921828
53	0	0.742940750834532	0.0513275	0.719	0.7699675	0.001266305	0.0001414113	0.832	17.92576	17.677	0.9198726	18.78017	0.01112656	0	16.5085	0.623	-1.341285844274
540	0	0.742604203987867	0.240647	0.7285	0.7530807	0.00186961	0.001535827	0.8125	17.77956	17.4328	1.049299	18.6169	0.0006863418	0	17.753	0.546	-1.13036836528449
541	0	0.744973158743232	0.8257135	0.7995	0.7726297	0.0009919237	0.0005521198	0.822	17.96896	17.69076	0.8871271	18.75725	0.002501563	0	17.2095	0.654	-2.04788408563687
542	0	0.667600214807317	0.2567557	0.6555	0.6735001	0.0008604693	0.0001785838	0.725	17.66185	17.2899	1.020945	18.50399	0.0007627765	0	19.9635	0.171	-0.801110439606116
543	0	0.664490891899914	0.6045964	0.6965	0.6928339	0.001274582	0.0003153766	0.752	17.70471	17.35021	1.128607	18.5701	0.0028715	0	20.277	0.224	-0.924803270018338
544	0	0.704964287881739	0.8787113	0.7545	0.7142025	0.001187882	0.0005027656	0.7625	17.72392	17.39501	0.8939521	18.56204	0	0	19.2695	0.333	-1.13100531621106
545	0	0.673481233394705	0.5969411	0.6895	0.6750654	0.00213891	0.0003106968	0.7555	17.57352	17.23467	0.9256357	18.45561	0.0007251632	0	20.543	0.168	-1.23604605212871
