seed	s	h	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
6797	0.0248511231970042	0.5	0.808036559633911	0.9956908	0.8440047	0.8194916	9.771513e-05	1.1846e-05	0.8370598	18.07211	17.85814	0.8100705	18.90032	0.01709021	0.0009142911	14.07586	0.8533043	-2.12137104229361
6798	0.193547833571211	0.5	0.688644980639219	0.9998934	0.9241393	0.7900185	0.0009771821	0.0003381677	0.8593194	18.00609	17.80029	0.758103	18.80196	0.007472273	0.0002783368	16.0355	0.738979	-1.98779938042153
6799	0.0490292779169977	0.5	0.370548612624407	0.9986379	0.46296	0.3982337	0.000264054	8.523975e-05	0.4311041	16.42487	16.44581	1.081695	17.94696	0	0	22.54693	3.957262e-05	0.366719106656883
679	0.00565441031940281	0.5	0.835568640381098	0.6961762	0.8364662	0.8331185	6.386446e-05	7.63321e-06	0.843609	18.16647	17.93095	0.8030565	18.94425	0.0254524	0.001561206	13.2905	0.898338	-2.25505111601387
67	0.0514697182457894	0.5	0.838932921178639	0.9947726	0.8883854	0.8580844	8.126447e-05	4.78e-05	0.8738227	18.29607	18.0929	0.7171717	19.02893	0.04329718	0.004187176	11.60499	0.9494262	-2.51264421952074
6800	0.0266273522749543	0.5	0.881849423795939	0.977632	0.9078552	0.894714	4.870843e-05	8.134761e-06	0.906015	18.49257	18.32742	0.6068655	19.18452	0.108428	0.01957152	8.885873	0.9882469	-2.7474262711542
6801	0.178767838375643	0.5	0.891854383982718	0.9993418	0.9733281	0.9288164	0.0001779654	4.395722e-05	0.952038	18.78089	18.63696	0.3756885	19.29991	0.2401203	0.0588307	6.589256	0.9990503	-3.33137638247432
6802	0.0398215819615871	0.5	0.102004415169358	0.9987909	0.1457459	0.1101941	5.985179e-05	4.613105e-05	0.1235457	15.9048	15.90633	0.9648808	17.66982	0	0	9.165968	0	2.7261306717033
6803	0.12415576884523	0.5	0.218880490586162	0.9999499	0.4570835	0.281363	0.001406294	0.0006651241	0.3625445	16.21499	16.22773	1.176565	17.84598	0	0	18.60823	0	0.929334663186687
6804	0.0858680489938706	0.5	0.748247974738479	0.9998938	0.8715869	0.7866628	0.0003767155	0.0002422517	0.8287495	17.95896	17.72674	0.8452334	18.78904	0.006288309	0.0003178207	16.01894	0.7139691	-1.77856881660497
6805	0.113103093951941	0.5	0.733981162123382	0.9988817	0.8896518	0.7934534	0.0005430145	0.000207696	0.8425999	17.99565	17.7646	0.8385907	18.81556	0.008362431	0.0004003292	15.81975	0.752592	-1.98374357068749
